stage,index,year,version,page,paragraph,2500Bott,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,Song_Column_5,Z
0.0,80.0,2019.0,October-2019,24.0,"The third level is “real time,” as required by interactive applications like gambling and auctions in which even 2 seconds is too long. At least in the short term, HTTP-based technologies probably can’t deliver this at scale, so you’ll be looking at a WebRTC- or WebSockets- based solution. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2019.0,October-2019,44.0,"Finally, there are still some fears around concatenation errors when it comes to converting between codecs. One interviewee even noted that those fears—perhaps stemming from the old days of video degradation when making copies of analog videos—are hard enough to combat that it’s led companies to create duplicates of content they’re transcoding. In other words, the large-scale archiving process to transcode previously recorded content to lower-data-rate versions actually uses more storage, since the retention of the original version—deemed to be “better” quality—adds to the already large storage requirement.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2019.0,October-2019,50.0,"Elaborating on the problem at the NAB 2019 presentation “Best Practices for Deploying CMAF, DASH and HLS at Scale,” David McLary, VP of video technology at NBC Sports Digital, said, “Everybody we’ve talked to has said that CBCS support is coming in the next 1218 months [for new devices and updates]. But you’re always going to have the problem of older devices. Devices that only support CTR and not CBCS aren’t going away, and I don’t know if they’re going to get updated. That’s something that we’re going to have to consider as we try and support the older devices as we get further down the road.”",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2019.0,October-2019,66.0,"From these sources, the company compiles data about average revenue per user (ARPU), per-user acquisition costs, identification of which outreach (advertising, social media, etc.) or promotion is working, what content keeps viewers engaged, popularity by viewing platform, and many more datapoints. Wicket Labs has the ability to process up to 3 years’ worth of data.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,360.0,2019.0,October-2019,70.0,"“If we’re asked for a recommendation, we normally say replicate the business model your users know you for; don’t rebrand yourself as something new at first,” Laor adds. He sees new media companies leaning toward subscription because they don’t have the audience to support substantial ad revenue. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2019.0,September-2019,28.0,"Streaming Media readers who distribute or deliver content understand the challenge in deploying a consistent experience across an ecosystem of varying capabilities and implementations. Seam less playback, for example, is a primary objective for the streaming client teams, and it is especially tricky with interactive content when you don’t know what to play ahead of time.  ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2019.0,September-2019,46.0,"“While legislation may slow down the growth of addressable, I do not believe it will ever cease  to exist,” Doherty says. “There is always more we can do to protect users in terms of privacy, but a key best practice that the ad community should be acting on more is transparency. We practice transparency with all players and customers because this benefits the entire ecosystem. In order to allow consumers to feel comfortable with the growth and integration of addressable services, education of the consumer must  also occur—making sure they understand what information of theirs is being collected, where it’s going, how it’s used, and who is storing it. There is always more we can be doing to safeguard consumer data, but right now in this time of massive growth we must expel the myths and provide transparenWurl’s Sean Doherty Jr. believes that the advertising industry can avoid legislation that would hamper the growth of addressable TV  by being  as transparent  as possible. cy between all parties so both the advertisers and viewers can benefit.” ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2019.0,September-2019,63.0,"Traditional Consumption Platforms  Gone are the glory days for cable and satellite platforms. Many of them fell asleep while the OTT revolution swept millions of subscribers away from their grasp. This has resulted in the coining of the phrase “cord-cutters,” referring to consumers cutting expensive satellite and cable subscriptions for cheaper IP alternatives, a particularly prevalent trend among millennials. The fight is not over, but traditional services are starting to migrate to more IP-focused delivery methods with greater flexibility in packages. Dish’s Sling in the U.S.and the new Sky Q boxes for Sky UK are examples of those who have been more successful in this regard.  ",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,560.0,2019.0,September-2019,89.0,"Video compression and related technologies are the bedrock of the online video industry, and they’ve always been the heart of Streaming Media.The Video Engineering Summit is for the hardcore video engineers, the ones who are really pushing the boundaries of video quality and compression efficiency.It’s about encoding and transcoding, packaging and delivery, player and UI development, and protocols.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40.0,2020.0,April-May-2020,10.0,"But even in the most benign scenario, I  defend this decision by universities, at least, for three reasons. The first is that COVID-19’s spread is expected to ramp up simultaneously as college and high school students leave campuses for spring break and travel around the  country and the world and back again, incubating viral infections as they go. The second is that the mortality rate for COVID-19 is very low for those younger than 50 with uncompromised immune systems, but dramatically increases for those older than 50. According to the National Center for Biotechnology Information, the average age for a tenured professor in the U.S. is right around 54, so slowing the spread of the virus as much as possible around college campuses is critical to protecting half of our top researchers and teachers. The third—and the far less morbid focus of this column—is that the educational technology available for teachers and students is ready for prime time and a full-scale crash test, even if we didn’t get to plan that opportunity in the way we would have preferred.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2020.0,April-May-2020,35.0,"As the content gets more popular, the challenges of delivering that content to a larger audience are amplified. When there are a few hundred people watching, live video delivery can be quite easy; when there are more than a million people watching, it becomes much harder. And as that audience grows, expectations grow, too: Today, viewers watching an over-the-top (OTT) live stream believe that it should be as good as—if not better than— traditional broadcast. Ten or 15 years ago, it might have been understood that the online version of a live stream was the “besteffort” and audience expectations would reflect that. In today’s world, audiences expect to be able to watch content on their terms, on any devices, and any type of internet connection, with the same quality of experience as the TV in their living room. Indeed, for an increasing number of consumers, OTT viewing is their only form of viewing. There is no longer an option to cut corners with OTT streaming and accept a lower bar for reliability.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2020.0,April-May-2020,41.0,"Cost vs losses. All security options can be seen through the lens of a tradeoff between the revenue being lost and the costs of implementing more effective tools and techniques. Traditionally, commitments to rights holders have tipped this scale, because piracy may not just affect the business of the service under attack, but also that of adjacent services.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,280.0,2020.0,April-May-2020,46.0,"DELIVERING ADVERTISING OTT There are two main ways of delivering personalized ads OTT—client-side ad insertion and server-side ad insertion. Client-side is a little more mature but is also fraught with challenges that can create disruptive ad experiences. This could include player and device incompatibilities, content coming from an ad server that’s not correctly formatted for the viewer’s device, and viewers running ad blockers. Server-side insertion tends to support more devices and give you a smoother playback experience but may fail to deliver some of the interactivity advertisers want such as knowing how much of an ad the viewer actually saw. The client-side analytics can tell you that an ad didn’t play, but it doesn’t tell you where in the chain something broke. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,360.0,2020.0,April-May-2020,59.0,"However, while that process is taking place, there are a number of ways to create hype for that video.For years now, audiences have wanted to connect on a deeper level with the brands and companies they interact with.Sharing the behind-the-scenes content that comes from creating a video is a great way to pull back the curtain and forge a connection with your audience.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2.0,80.0,2020.0,January-February-2020,15.0,"One example of this is the Olympic Games. It is expected that the entire 2020 Tokyo Olympics will be streamed in 4K. Combine this with an expanded catalog of available events and personalized, intuitive delivery of streams tailored to individual tastes – and millions of viewers around the world  will soon see firsthand how streaming services are becoming the ideal platform to consume live sports.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,400.0,2020.0,January-February-2020,51.0,"Bluechip wildlife programming is another natural genre to benefit from ultra-resolution and futureproofed sales, although the demands of working with 8K data in the field are a drawback.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,560.0,2020.0,January-February-2020,75.0,"In 2019, RIST (Reliable Internet Stream Transport) will Emerge  as a Powerful Alternative to SRT/ start before the video segment is fully encoded. CMAF files can also be encrypted. Created by the Video Services Forum (VSF), RIST is an interoperable (open) protocol for reliable streaming over the internet. RIST is a new open standard created by a consortium industry and multiple technology developers. Most significantly there is likely going to be support from the main standards creating bodies who initiated meetings via the Video Standards Forum (VSF)",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2.0,600.0,2020.0,January-February-2020,79.0,"Within the content distribution field, I believe that 2020 will be the breakthrough year for 5G.5G will gain a significant hold and streaming video will become an anchor application in this new technology environment.5G networks offer virtual CDNs and distributed processing environments to their operators – this will be a key enabler to new business models.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2020.0,July-August_2020,12.0,"Trends Driving Transformation of Television Ad Management Ongoing Dominance of Advertising with Legacy TV Distribution Advertisers are relying more than ever on TV programming to get their messages in front of viewers. But the emergence of a profusion of services that allow content owners to satisfy consumer demand for anytime, anywhere access to their programming is transforming how TV inventory is sold and, therefore, how ads are processed to fulfill purchase orders. These are early days in that transformation, but the scope of what lies ahead for the ad management workflow is not hard to discern. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2020.0,July-August_2020,46.0,"Conclusion With the explosion in streaming in the first half of 2020, including on-demand content viewing at home during lockdowns and the increased use of low-latency, multiple-participant web- conferencing software, the need for player performance optimization has never been greater. Fortunately, as this article tries to explain in rudimentary terms, the math behind the magic of player performance continues to build on fundamental algorithms, while novel and enhanced versions are being demonstrated and tweaked to allow for ever-increasingly better end-user viewing experiences.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2020.0,June-2020,25.0,"Role of Social Media Social media has become a part of our daily lives. We use it not only for personal entertainment, but also for business, by networking. For your own platform, it can be used as a tool to reach out to new potential customers. Although many people start their business solely on social media platforms, it is essential to direct all products onto your own platform to guarantee success. (See Figure 2)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,200.0,2020.0,June-2020,29.0,"SOCIAL MEDIA IS A CENTRAL PART  OF THE LIVE PRODUCTION ECOSYSTEM Social media has become such a huge part of the live viewing experience that commentators or broadcasters will actually boast about a trending hashtag or share some of their favorite relevant posts with the audience, and social media engagement brings with it new economic opportunity.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,280.0,2020.0,June-2020,43.0,"“We believe operators know their subscribers best and are therefore best-suited to build the right TV service for them. The key element was giving operators the flexibility to build a custom launcher and replace the Google standard launcher, thus owning the user experience while still offering all the capabilities of the platform,” says Radhakrishnan.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,320.0,2020.0,June-2020,48.0,"Globally, Android STB’s are in the lead and are making huge gains in Asia Pacific, Europe, and Latin America.In North America, Comcast’s Reference Design Kit (RDK) is leading the STB market, according to Rethink Technology Research. “We believe that Android TV will surge to the top of the leaderboard with 24% of global pay TV subscriptions. In North America Android will meet stiff resistance from RDK which will take 57% of set top OS subs,” according to the company.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40.0,2020.0,March-2020---Sourcebook,14.0,"Viewer Fatigue With the majority of Americans (59%) already unwilling to pay more than $20 a month for streaming TV services, according to a recent survey by ad-tech firm The Trade Desk, there are warnings of subscription fatigue. “With consumers …  unwilling to subscribe to more than one or two premium services, broadcasters have to figure out how to continue to fund this new golden age of TV,” says Brian Stempeck, chief strategy officer at The Trade Desk.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2020.0,March-2020---Sourcebook,20.0,"“That means maximizing engagement on the shoulders of the game itself,” says Giampiero Rinaudo, CEO of Deltatre.“Tailoring video and editorial content to different types of fans and reconfiguring the UI [user interface] and UX [user experience] based on time of day, user insights, or the latest developments in the sports world that week is how brands can create a better ecosystem around a sport.”",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2020.0,March-2020---Sourcebook,23.0,"Live over-the-top video delivery is becoming increasingly more popular and competitive. There are more major media companies adding live streaming services to compete in the OTT space.  One way for media distributors to differentiate their OTT platform is by providing high-quality video with lower latency.   In this whitepaper, you’ll learn about different low latency streaming options that can be used to reduce latency for live OTT delivery. ",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2020.0,March-2020---Sourcebook,32.0,"By inserting advertising at the server level (server-side ad insertion or SSAI), advertising and content can be sitched together in the same content stream prior to delivery. This helps to counteract ad blocking software. Using SSAI, advertisements and content look the same to the ad blocking software, making it much more difficult to detect ads. SSAI also guarantees a seamless transition and the same viewing quality of experience for content and ads.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2020.0,March-2020---Sourcebook,55.0,"Mixing It Up This mix will still be a combination of subscriptions and AVOD. According to the “TiVo Q4 2019 Video Trends Report,” AVOD dominates consumers’ top service bundles. Regardless of whether you agree with its chart (see Figure 3 on page 56), AVOD makes sense if there’s a limited amount of subscriptions consumers are willing to have. Viewers don’t think about ad-supported services that are free in the same way they think about subscriptions. Free means no commitment, and according to TiVo’s research, a lot of consumers surveyed like free.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
2.0,480.0,2020.0,March-2020---Sourcebook,67.0,"You’re an enterprise looking for town hall  and similar broadcasts along with VOD support  for onboarding, training, regulatory compliance,  and knowledge retention. In essence, you’re looking for a single service that can satisfy both your live and VOD requirements and make them all work within the firewall. This means you’ll want many of the features previously described but also access to single sign-on for users, the ability to access enterprise CDN functionality to efficiently deliver the video inside the firewall, and the ability to run multiple live events simultaneously. You may also want webinar-like features such as polling, chat, and live Q&A, as well as lead-generation features such as the ability to request an email address from a viewer or insert a call to action. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,600.0,2020.0,March-2020---Sourcebook,83.0,"ABOUT HAIVISIONHaivision is the leader in live video streaming technologies, providing more than 25,000 organizations globally with video solutions that help them stream broadcast-quality, low-latency video from anywhere. Founded in 2004, Haivision is a profitable, privately held company with headquarters in Montreal and Chicago, and regional offices located throughout the Americas, Europe, and Asia. To help solve the world’s most difficult video streaming challenges, Haivision open sourced its award winning SRT low latency video streaming protocol in 2017 and founded the SRT Alliance, which now has over 300 industry leading companies supporting this new standard. Awarded an Emmy® for Technology and Engineering from the National Academy of Television Arts and Sciences, Haivision is also recognized as one of the most influential companies in video by Streaming Media and one of the fastest growing companies by Deloitte’s Technology Fast 500. Learn more at haivision.com.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2020.0,November-December-2020,7.0,"Bitrates A bitrate is the number of video data bits that are processed within a unit of time and is commonly measured in bits per second, often abbreviated as bps. Generally, higher bitrates result in higher image quality, but  newer and more complex codecs, like HEVC, often deliver better video quality at lower bitrates than older codecs.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2020.0,November-December-2020,9.0,"•Streaming protocols and output formats The choice of video protocol also impacts video latency. A transport protocol like SRT is low latency while an ABRprotocol like HLS is high latency. In addition, the type of error correction used by the selected protocol to counter packetloss and jitter can also add to latency.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2020.0,November-December-2020,11.0,"Balancing Latency with Picture Quality and Bandwidth Availability Latency is not the only consideration in a video streaming workflow; video quality and bandwidth are also very important across each application. The three operate in a balance: when the latency is reduced, either the picture quality will be reduced, or the bitrate will increase.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2020.0,November-December-2020,13.0,"Reliability Depending on the situation, some video encoders may have to contend with unpredictable networks. In order to ensure the reliability of the video stream, some video encoders have options like adaptive bitrate encoding to ensure that the best quality video possible is always available.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2020.0,November-December-2020,32.0,"For this review, I took a first look at VVC  (Versatile Video Coding). Specifically, I compared Fraunhofer HHI’s implementation of the VVC codec (Versatile Video Encoder; VVenC) against the Alliance for Open Media’s (AO Media) aom enc codec and the x.264 and x.265 codecs in FF mpeg. I found VVenC to be simple to use and much faster than expected. Its output quality was the best in the review.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2020.0,October_2020,26.0,"Parlez Vous …? “Imagine, for example, that you live in a community that’s a very heterogeneous community. You have multiple languages that are spoken throughout your market area, and you may have one or two major languages. What you might do is put those major languages out over the air,” says Noland.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2020.0,September_2020,13.0,"Running a live linear channel can work for any content library. Evergreen content for educational, religious, or  entertainment-focused formats can all run as a 24/7 stream. One example is the ability to rebroadcast Zoom events. Another example might be sport events like surfing, wrestling, or even adventure sports that have captive audiences who want to watch archived content. ",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,120.0,2020.0,September_2020,19.0,"Satellite, cable, and telco operators are increasingly using OTT delivery to supplement and even replace traditional media delivery methods. Understanding the value in leveraging the public internet to spin up and provide full-featured bidirectional services, these operators are deploying  new OTT channels in significant numbers.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2020.0,September_2020,24.0,"In the OTT environment, dynamic ad insertion (DAI) technology has emerged as a key enabler of OTT monetization. DAI enables broadcasters to insert ads that are specifically targeted to end users into the content, on the fly. By delivering more relevant ads on an impression-by-impression basis,  service providers can increase viewer engagement. However, DAI introduces additional complexity into an already complex OTT workflow, making it critical to have an advanced, end-to-end monitoring system.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2020.0,September_2020,47.0,"“Some cities, believe it or not, still don’t stream or broadcast their meetings,” Anderson says. “In some cases, it’s a very small system, a couple of cameras on a tripod, and a small switcher somewhere either in the back of the chambers or in a room. So, we’ll come in and put in a whole new system, or just forklift out an old system and replace it. When we put in a BroadcastManager system, we own it, we maintain it 24/7, and the city pays us a license fee. Some cities have a television department, and that works well for them, but other cities really don’t want to be in the business of television. They’re in the business of government.” ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
0.0,80.0,2021.0,April-May-2021,12.0,"After more than 25 years running IEBA Communications and several years operating Texas-based Frisco Studios, in 2019, I founded Stream4.us (stream4.us), which is solely dedicated to providing streaming services and production. I started the company a full year before COVID-19 hit, not realizing how big the demand for streaming services would suddenly become.  Everyone who was able to work remotely began to do so. Every meeting was remote. Occasional encounters with Zoom, Skype, or Webex became a day full of remote meetings for the vast majority of companies around the world.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2021.0,April-May-2021,23.0,"For example, government/municipal managers—city, county, state, and Federal—know now that failing to update accessibility is costly. ADA compliance lawsuits are steadily increasing with 140+ lawsuits filed against municipalities since 2011 for accessibility non-compliance. Legal action on the Federal level in 2018 alone saw 2,258 suits. A $75,000 fine can be levied in these cases for a first infraction and can escalate to $150,000 for additional violations. Coronavirus’ impact on municipal meetings and their rapid adoption of live streaming video has made ADA compliance all the more urgent.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
0.0,80.0,2021.0,January-February-2021,13.0,"There has been lots of discussion in the industry about how much money media companies have spent to get a streaming service to market.The lion’s share of those dollars is in content acquisition, but there is also a significant investment required for reliable delivery at scale. Can Streaming Global’s delivery pipeline help on the cost of delivery, while still maintaining reliability at scale?",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2021.0,January-February-2021,19.0,"“To win and get back onto  the field, outside of M&A activity,  these services need to forge new partnerships to deliver ever stronger and more robust consumer value propositions while also delivering scale against platform, content and marketing investment.  ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,240.0,2021.0,January-February-2021,33.0,"AD STANDARDIZATION Figuring out the best approach both from an ad stack and ad delivery perspective remains a challenge. “This is not getting any simpler,” said Allen. “All these things need to work together so you can decision across them in a unified manner. … I think about [interoperability] a lot and talk about it with the team every day. I’m making sure that the programmers and the advertisers have a scaled opportunity across all of these devices. There is a lot of fragmentation, and there are still these kinds of business impediments based on how you’ve negotiated with a platform or how some of the platforms are holding their data back.” ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2021.0,January-February-2021,40.0,"The Next Level There are several higher-end cloud solutions available for producers who do a lot of cloudbased production.These include Dazzl, TVU Networks, Gnural Net’s LiveToAir, Streamix, and Sony Virtual Production.As I mentioned before, there are also solutions that push desktop apps into the cloud. But these higher-end solutions come with significantly higher prices as well. If you don’t see a price listed and you have to inquire about the cost, you know it’s likely to be substantial. It also takes time to configure these solutions to your liking. But when they are fully set up, they offer considerably more nuanced control of every step of the production compared to the mid-tier cloudbased solutions. Be sure you have the time to see if it’s worth it for your client(s).",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
